id	name	aliases	charge	formula
damp	dAMP	KEGG:C00360;CAS:653-63-4;BIGG:bigg34735;	-2	C10H12N5O6P
thmmp	Thiamin monophosphate	KEGG:C01081;CAS:532-40-1;BIGG:bigg36768;	-1	C12H16N4O4PS
Rtotal	R total	BIGG:bigg2220351;	-1	CO2FULLR
ksi_deg12	keratan sulfate I, degradation product 12	BIGG:bigg2416926;	-9	C174H279N12O153S9
lnlccrn	Linoleyl carnitine	BIGG:bigg2614398;	0	C25H45NO4
lnlncgcrn	gamma-linolenyl carnitine	BIGG:bigg2614408;	0	C25H43NO4
mlthf	5,10-Methylenetetrahydrofolate	KEGG:C00143;BIGG:bigg34022;	-2	C20H21N7O6
nac	Nicotinate	KEGG:C00253;CAS:59-67-6;BIGG:bigg34401;	-1	C6H4NO2
hpyr	Hydroxypyruvate	KEGG:C00168;CAS:1113-60-6;BIGG:bigg34120;	-1	C3H3O4
g2m8mpdol_L	(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog	BIGG:bigg1809523;	-20	C1900H3128N20O720P20
m5masnC	(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	BIGG:bigg1822902;	0	C52H87N2O40X
s2l2n2m2mn	de-Fuc, reducing GlcNAc removed form of PA6 (w/o peptide linkage)	BIGG:bigg1862498;	-2	C76H123N5O57
fadh2	Flavin adenine dinucleotide reduced	KEGG:C01352;BIGG:bigg132077;	-2	C27H33N9O15P2
dtdp	dTDP	KEGG:C00363;BIGG:bigg34750;	-3	C10H13N2O11P2
leuktrD4	Leukotriene D4	KEGG:C05951;CAS:1189-11-3;BIGG:bigg47032;	-1	C25H39N2O6S
nmptrc	N-Methylputrescine	KEGG:C02723;CAS:3913-67-5;BIGG:bigg40435;	2	C5H16N2
3dphb	3-Decaprenyl-4-hydroxybenzoate	BIGG:bigg2266634;	-1	C57H85O3
3dpdhb	3-Decaprenyl-4,5-dihdydroxybenzoate	BIGG:bigg2267090;	-1	C57H85O4
pre_prot	glycophosphatidylinositol (GPI)-anchored protein precursor	BIGG:bigg2289445;	0	XY
pcollg5hlys	Procollagen 5-hydroxy-L-lysine	KEGG:C01211;BIGG:bigg53055;	0	C6H14N2O3
6pthp	6-Pyruvoyl-5,6,7,8-tetrahydropterin	KEGG:C03684;BIGG:bigg42328;	0	C9H11N5O3
dag_hs	diacylglycerol (homo sapiens)	BIGG:bigg2220569;	0	C3H6OFULLRCO2FULLR2CO2
lneldc	linoelaidic acid (all trans C18:2)	BIGG:bigg2217974;	-1	C18H31O2
ksi_deg28	keratan sulfate I, degradation product 28	BIGG:bigg2416943;	-3	C104H170N7O85S3
galgalgalthcrm_hs	Gal-Gal-Gal-Gal-Gal-Glc-Cer (homo sapiens)	BIGG:bigg2266469;	0	C54H96NO32FULLRCO
eandrstrn	epiandrosterone	KEGG:C05139;CAS:1232-73-1;BIGG:bigg45201;	0	C19H28O3
orot5p	Orotidine 5'-phosphate	KEGG:C01103;CAS:2149-82-8;BIGG:bigg36813;	-3	C10H10N2O11P
xan	Xanthine	KEGG:C00385;CAS:69-89-6;BIGG:bigg34825;	0	C5H4N4O2
gsn	Guanosine	KEGG:C00387;CAS:118-00-3;BIGG:bigg51567;	0	C10H13N5O5
4h2oglt	4-Hydroxy-2-oxoglutarate	KEGG:C01127;BIGG:bigg36868;	-2	C5H4O6
3ohodcoa	3-Oxooctadecanoyl-CoA	BIGG:bigg1452160;	-4	C39H64N7O18P3S
35cgmp	3',5'-Cyclic GMP	KEGG:C00942;CAS:7665-99-8;BIGG:bigg1485267;	-1	C10H11N5O7P
Sfglutth	S-Formylglutathione	KEGG:C01031;BIGG:bigg1485290;	-1	C11H16N3O7S
phaccoa	Phenylacetyl-CoA	KEGG:C00582;BIGG:bigg35419;	-4	C29H38N7O17P3S
ddcaACP	Dodecanoyl-ACP (n-C12:0ACP)	KEGG:C05223;BIGG:bigg1436978;	-1	C23H43N2O8PRS
mpdol_L	beta-D-Mannosyldiacetylchitobiosyldiphosphodolichol, human liver homolog	BIGG:bigg1809496;	-20	C1300H2128N20O220P20
m4mpdol_L	(alpha-D-Mannosyl)4-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog	BIGG:bigg1809509;	-20	C1540H2528N20O420P20
g1m8mpdol_L	alpha-D-Glucosyl-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog	BIGG:bigg1809521;	-20	C1840H3028N20O670P20
glac	D-glucurono-6,3-lactone	BIGG:bigg2216733;	0	C6H8O6
dcsptn1	docosa-4,7,10,13,16-pentaenoic acid (n-6)	BIGG:bigg2218027;	-1	C22H33O2
pail_hs	phosphatidylinositol (homo sapiens)	BIGG:bigg2255591;	-1	C9H16O9PFULLRCO2FULLR2CO2
thp2c	2,3,4,5-Tetrahydropyridine-2-carboxylate	KEGG:C00450;BIGG:bigg35015;	-1	C6H8NO2
ppmi12346p	5-Diphosphoinositol pentakisphosphate	BIGG:bigg2265069;	-13	C6H6O27P7
ksii_core2_pre9	keratan sulfate II biosynthesis, precursor 9	BIGG:bigg2296700;	-3	C75H120N6O59S2X
ksi_pre30	keratan sulfate I biosynthesis, precursor 30	BIGG:bigg2296848;	-10	C219H350N15O184S9X
ksi_pre31	keratan sulfate I biosynthesis, precursor 31	BIGG:bigg2296849;	-10	C227H363N16O189S9X
oaa	Oxaloacetate	KEGG:C00036;CAS:328-42-7;BIGG:bigg33604;	-2	C4H2O5
6a2ohxnt	6-Amino-2-oxohexanoate	KEGG:C03239;CAS:566-88-1;BIGG:bigg41468;	0	C6H11NO3
glcur1p	D-Glucuronate 1-phosphate	KEGG:C05385;BIGG:bigg45711;	-3	C6H8O10P
coucoa	p-coumaroyl-CoA	BIGG:bigg2392457;	-4	C30H38N7O18P3S1
ksi_deg30	keratan sulfate I, degradation product 30	BIGG:bigg2416935;	-3	C90H147N6O75S3
retncoa	retinoyl CoA	BIGG:bigg2430158;	-4	C41H58N7O17P3S
phe-L	L-Phenylalanine	KEGG:C00079;CAS:63-91-2;BIGG:bigg33775;	0	C9H11NO2
glucys	gamma-L-Glutamyl-L-cysteine	KEGG:C00669;CAS:686-58-8;BIGG:bigg35655;	-1	C8H13N2O5S
thcholst	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al	KEGG:C01301;BIGG:bigg37315;	0	C27H46O4
adpglc	ADPglucose	KEGG:C00498;BIGG:bigg35161;	-2	C16H23N5O15P2
4mzym_int2	4-Methylzymosterol intermediate 2	BIGG:bigg1454782;	0	C28H44O
strch2	starch, structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]})	BIGG:bigg2214326;	0	C18H32O16
lgnc	lignoceric acid	BIGG:bigg2218057;	-1	C24H47O2
4aabutn	4-Acetamidobutanoate	KEGG:C02946;BIGG:bigg1446095;	-1	C6H10NO3
orn-D	D-Ornithine	CAS:348-66-3;BIGG:bigg2263101;	1	C5H13N2O2
4hbz	4-Hydroxybenzoate	KEGG:C00156;CAS:99-96-7;BIGG:bigg34069;	-1	C7H5O3
gpi_hs	glycophosphatidylinositol (GPI) anchor precursor (3-(phosphoethanolaminyl-mannosyl)-glucosaminyl-acylphosphatidylinositol) (H8)	BIGG:bigg2288953;	0	C55H106N4O38P4FULLRCO2FULLR2CO2
gpi_sig	glycophosphatidylinositol (GPI) signal sequence (C-terminal peptide)	BIGG:bigg2289448;	0	Y
ksi_pre28	keratan sulfate I biosynthesis, precursor 28	BIGG:bigg2296846;	-9	C213H341N15O176S8X
ksi_pre14	keratan sulfate I biosynthesis, precursor 14	BIGG:bigg2296827;	-5	C143H230N10O114S4X
cs_a,b_pre2	chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 2	BIGG:bigg2300732;	-4	C37H54NO37S2X
hs_pre8	heparan sulfate, precursor 8	BIGG:bigg2301804;	-5	C79H116N4O64X
hs_deg8	heparan sulfate, degradation product 8	BIGG:bigg2303821;	-10	C69H100N4O81S8
hs_deg14	heparan sulfate, degradation product 14	BIGG:bigg2303860;	-7	C57H84N3O62S5
whddca	omega hydroxy dodecanoate (n-C12:0)	BIGG:bigg2304726;	-1	C12H23O3
cyan	Hydrogen cyanide	KEGG:C01326;CAS:57-12-5;BIGG:bigg34146;	0	CHN
Rtotal3crn	R total 3 carnitine	BIGG:bigg2392273;	0	CO2FULLR3C7H14NO2
fucfucfucgalacglcgal14acglcgalgluside_hs	(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)3 (Cer)1	BIGG:bigg2419451;	0	C76H132N3O44FULLRCO
mepi	Metanephrine	KEGG:C05588;CAS:306-08-1;BIGG:bigg46078;	1	C10H16NO3
rib-D	D-Ribose	KEGG:C00121;CAS:50-69-1;BIGG:bigg33936;	0	C5H10O5
gua	Guanine	KEGG:C00242;CAS:73-40-5;BIGG:bigg34363;	0	C5H5N5O
succoa	Succinyl-CoA	KEGG:C00091;CAS:604-98-8;BIGG:bigg33820;	-5	C25H35N7O19P3S
malt	Maltose	KEGG:C00208;CAS:69-79-4;BIGG:bigg34261;	0	C12H22O11
thym	Thymine	KEGG:C00178;CAS:65-71-4;BIGG:bigg34151;	0	C5H6N2O2
3ohdcoa	3-Oxohexadecanoyl-CoA	KEGG:C05259;BIGG:bigg45445;	-4	C37H60N7O18P3S
ttdcea	tetradecenoate (n-C14:1)	KEGG:c08322;BIGG:bigg1451010;	-1	C14H25O2
arachdcoa	C20:4-CoA	CAS:17046-56-9;BIGG:bigg1586032;	-4	C41H62N7O17P3S
core8	Core 8	BIGG:bigg1886171;	0	C14H24NO10X
cl	Chloride	KEGG:C00698;BIGG:bigg50130;	-1	Cl
5hxkyn	5-Hydroxykynurenine	KEGG:C05651;CAS:2208-41-5;BIGG:bigg46201;	0	C10H12N2O4
trypta	Tryptamine	KEGG:C00398;CAS:61-54-1;BIGG:bigg34864;	1	C10H13N2
ipdp	Isopentenyl diphosphate	KEGG:C00129;BIGG:bigg33956;	-3	C5H9O7P2
gd1alpha_hs	GD1a (homo sapiens)	BIGG:bigg2266635;	-2	C66H111N4O38FULLRCO
lum3	Lumisterol 3	BIGG:bigg2288990;	0	C27H44O
ksi_pre29	keratan sulfate I biosynthesis, precursor 29	BIGG:bigg2296847;	-10	C213H340N15O179S9X
cs_a,b,e_pre1	chondroitin sulfate A (GalNAc4S-GlcA), B (IdoA2S-GalNAc4S), and E (GalNAc4,6diS-GlcA), precursor 1	BIGG:bigg2300729;	-3	C31H47NO31S2X
hs_pre11	heparan sulfate, precursor 11	BIGG:bigg2301807;	-5	C79H121N5O77S4X
cs_e_deg6	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 6	BIGG:bigg2416324;	-3	C31H48NO32S2
ksi_deg13	keratan sulfate I, degradation product 13	BIGG:bigg2416927;	-8	C174H280N12O150S8
tetpent3crn	tetracosapentaenoyl carnitine	BIGG:bigg2614455;	0	C31H51NO4
s7p	Sedoheptulose 7-phosphate	KEGG:C05382;CAS:None;BIGG:bigg34485;	-2	C7H13O10P
ppbng	Porphobilinogen	KEGG:C00931;CAS:487-90-1;BIGG:bigg36404;	-1	C10H13N2O4
23dpg	2,3-Disphospho-D-glycerate	KEGG:C01159;BIGG:bigg1315507;	-5	C3H3O10P2
4mlacac	4-Maleylacetoacetate	KEGG:C01036;CAS:5698-52-2;BIGG:bigg1485279;	-2	C8H6O6
acmana	N-Acetyl-D-mannosamine	KEGG:C00645;CAS:3615-17-6;BIGG:bigg35606;	0	C8H15NO6
m8mpdol_U	(alpha-D-Mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog	BIGG:bigg1809519;	-20	C1725H2840N20O620P20
m7masnA	(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein)	BIGG:bigg1822939;	0	C64H107N2O50X
m6masnB1	(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	BIGG:bigg1822945;	0	C58H97N2O45X
2amac	2-Aminoacrylate	KEGG:C02218;CAS:5142-22-3;BIGG:bigg39352;	0	C3H5NO2
hyptaur	Hypotaurine	KEGG:C00519;CAS:300-84-5;BIGG:bigg35230;	-1	C2H6NO2S
23doguln	2,3-Dioxo-L-gulonate	KEGG:C04575;BIGG:bigg45750;	-1	C6H7O7
xylnt	L-Xylonate	KEGG:C05411;CAS:583-08-4;BIGG:bigg45754;	-1	C5H9O6
ak2gpe_hs	1-alkyl 2-acylglycerol 3-phosphoethanolamine	BIGG:bigg2255860;	0	C7H16O5NPFULLRFULLR2CO
arg-D	D-Arginine	KEGG:C00792;CAS:157-06-2;BIGG:bigg36012;	1	C6H15N4O2
gd1a_hs	GD1a (homo sapiens)	BIGG:bigg2266525;	-2	C66H111N4O38FULLRCO
cortsn	Cortisone	KEGG:C00762;CAS:53-06-5;BIGG:bigg35911;	0	C21H28O5
l2xser	(Gal)2-Xyl-L-Ser (protein)	BIGG:bigg2300315;	0	C17H29O14X
wharachd	w-hydroxyl arachidonic acid	BIGG:bigg2299757;	-1	C20H31O3
hs_deg7	heparan sulfate, degradation product 7	BIGG:bigg2303803;	-9	C67H99N4O80S8
cs_d_deg5	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 5	BIGG:bigg2416182;	-3	C31H48NO32S2
fucgalacglc13galacglcgal14acglcgalgluside_hs	(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)1 (Cer)1	BIGG:bigg2419456;	0	C78H135N4O46FULLRCO
fmn	FMN	KEGG:C00061;CAS:146-17-8;BIGG:bigg33703;	-2	C17H19N4O9P
acg5sa	N-Acetyl-L-glutamate 5-semialdehyde	KEGG:C01250;CAS:None;BIGG:bigg37191;	-1	C7H10NO4
ocdcyaACP	Octadecynoyl-ACP (n-C18:2ACP)	BIGG:bigg1451535;	-1	C29H51N2O8PRS
m7mpdol_L	(alpha-D-Mannosyl)7-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog	BIGG:bigg1809515;	-20	C1720H2828N20O570P20
m4masn	(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	BIGG:bigg1822816;	0	C46H77N2O35X
gncore1	GlcNAc-alpha-1,4-Core 1	BIGG:bigg1898482;	0	C22H37N2O15X
5moxact	5-Methoxyindoleacetate	KEGG:C05660;CAS:608-07-1;BIGG:bigg46224;	-1	C11H10NO3
gpi_prot_hs	glycophosphatidylinositol (GPI)-anchored protein	BIGG:bigg2289441;	0	C55H106N4O38P4FULLRCO2FULLR2CO2X
ksi_pre12	keratan sulfate I biosynthesis, precursor 12	BIGG:bigg2296825;	-4	C135H218N9O106S3X
iodine	Iodine	KEGG:C01382;CAS:7553-56-2;BIGG:bigg37476;	0	I2
hdcecrn	Hexadecenoyl carnitine	BIGG:bigg2362823;	0	C23H43NO4
4hbzcoa	4-hydroxybenoyl-CoA	BIGG:bigg2392523;	-4	C28H36N7O18P3S
ksii_core2_deg2	keratan sulfate II (core 2-linked), degradation product 2	BIGG:bigg2418057;	-2	C70H114N5O56S2X
leuktrF4	leukotriene F4	BIGG:bigg2705818;	-2	C28H42N2O8S
gal	D-Galactose	KEGG:C00124;CAS:59-23-4;BIGG:bigg33945;	0	C6H12O6
gam6p	D-Glucosamine 6-phosphate	KEGG:C00352;CAS:3616-42-0;BIGG:bigg34709;	-1	C6H13NO8P
dump	dUMP	KEGG:C00365;CAS:964-26-1;BIGG:bigg34762;	-2	C9H11N2O8P
thymd	Thymidine	KEGG:C00214;CAS:50-89-5;BIGG:bigg50348;	0	C10H14N2O5
nicrnt	Nicotinate D-ribonucleotide	KEGG:C01185;BIGG:bigg37018;	-2	C11H12NO9P
arab-L	L-Arabinose	KEGG:C00259;CAS:147-81-9;BIGG:bigg34429;	0	C5H10O5
val-L	L-Valine	KEGG:C00183;CAS:72-18-4;BIGG:bigg34167;	0	C5H11NO2
fe2	Fe2+	KEGG:C14818;CAS:None;BIGG:bigg33552;	2	Fe
idp	IDP	KEGG:C00104;CAS:86-04-4;BIGG:bigg33869;	-3	C10H11N4O11P2
56dihindlcrbxlt	5,6-Dihydroxyindole-2-carboxylate	BIGG:bigg1444022;	-1	C9H6NO4
4mop	4-Methyl-2-oxopentanoate	KEGG:C00233;BIGG:bigg34334;	-1	C6H9O3
3odcoa	3-Oxodecanoyl-CoA	KEGG:C05265;BIGG:bigg45458;	-4	C31H48N7O18P3S
hdcea	Hexadecenoate (n-C16:1)	KEGG:C08362;BIGG:bigg246167;	-1	C16H29O2
2oxoadp	2-Oxoadipate	KEGG:C00322;CAS:3184-35-8;BIGG:bigg1485244;	-2	C6H6O5
Lkynr	L-Kynurenine	KEGG:C00328;CAS:343-65-7;BIGG:bigg1485286;	0	C10H12N2O3
id3acald	Indole-3-acetaldehyde	KEGG:C00637;CAS:2591-98-2;BIGG:bigg35561;	0	C10H9NO
c226crn	cervonyl carnitine	BIGG:bigg1586101;	0	C29H45NO4
dedolp_U	Dehydrodolichol phosphate, human uterine homolog	BIGG:bigg1821321;	-20	C1025H1650O40P10
fad	Flavin adenine dinucleotide oxidized	KEGG:C00016;CAS:146-14-5;BIGG:bigg33521;	-2	C27H31N9O15P2
dadp	dADP	KEGG:C00206;CAS:None;BIGG:bigg34254;	-3	C10H12N5O9P2
biocyt	Biocytin	KEGG:C05552;BIGG:bigg46012;	0	C16H28N4O4S
2mbcoa	2-Methylbutanoyl-CoA	KEGG:C01033;BIGG:bigg36663;	-4	C26H40N7O17P3S
3h26dm5coa	3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA	BIGG:bigg2266112;	-4	C31H48N7O18P3S
egme	ecgonine methyl ester	CAS:1915211;BIGG:bigg2267774;	0	C10H17NO3
25hvitd3	25-Hydroxyvitamin D3	BIGG:bigg2289142;	0	C27H44O2
m(em)3gacpail_hs	mannosyl-3-(phosphoethanolaminyl-mannosyl)-glucosaminyl-acylphosphatidylinositol (M4A)	BIGG:bigg2289621;	0	C61H116N4O43P4FULLRCO2FULLR2CO2
avite1	alpha-Tocopherol	BIGG:bigg2296507;	0	C29H50O2
ksi_pre7	keratan sulfate I biosynthesis, precursor 7	BIGG:bigg2296820;	-2	C115H187N8O85SX
cs_c_pre3	chondroitin sulfate C (GalNAc6S-GlcA), precursor 3	BIGG:bigg2300737;	-4	C45H67N2O42S2X
Lcystin	L-Cystine	KEGG:C00491;CAS:56-89-3;BIGG:bigg35134;	0	C6H12N2O4S2
accoa	Acetyl-CoA	KEGG:C00024;CAS:72-89-9;BIGG:bigg33558;	-4	C23H34N7O17P3S
dcmp	dCMP	KEGG:C00239;CAS:1032-65-1;BIGG:bigg34352;	-2	C9H12N3O7P
amp	AMP	KEGG:C00020;CAS:61-19-8;BIGG:bigg33534;	-2	C10H12N5O7P
xolest_hs	cholesterol ester	KEGG:C02530;CAS:474-25-9;BIGG:bigg40037;	0	C27H45XCO2
cs_d_deg2	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 2	BIGG:bigg2416175;	-6	C37H53NO44S4
ksi_deg37	keratan sulfate I, degradation product 37	BIGG:bigg2416946;	0	C62H104N4O46
acgalfucgalacglcgal14acglcgalgluside_hs	(Gal)3 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1	BIGG:bigg2419441;	0	C72H125N4O41FULLRCO
fuc132galacglcgal14acglcgalgluside_hs	V3Fuc-nLc6Cer	BIGG:bigg2419465;	0	C64H112N3O36FULLRCO
dcsptn1coa	docosa-4,7,10,13,16-pentaenoyl coenzyme A	BIGG:bigg2218825;	-4	C43H64N7O17P3S
gthrd	Reduced glutathione	KEGG:C00051;CAS:70-18-8;BIGG:bigg33669;	-1	C10H16N3O6S
leuktrE4	leukotriene E4	BIGG:bigg2705740;	-1	C23H36NO5S
ru5p-D	D-Ribulose 5-phosphate	KEGG:C00199;CAS:4151-19-3;BIGG:bigg34237;	-2	C5H9O8P
appnn	(+)-alpha-Pinene	KEGG:C06306;CAS:7440-38-2;BIGG:bigg47909;	0	C10H16
tdcoa	Tetradecanoyl-CoA (n-C14:0CoA)	KEGG:C02593;BIGG:bigg40154;	-4	C35H58N7O17P3S
hco3	Bicarbonate	KEGG:C00288;CAS:71-52-3;BIGG:bigg34509;	-1	CHO3
thr-L	L-Threonine	KEGG:C00188;CAS:72-19-5;BIGG:bigg34186;	0	C4H9NO3
hcys-L	L-Homocysteine	KEGG:C00155;CAS:6027-13-0;BIGG:bigg45588;	0	C4H9NO2S
nmn	NMN	KEGG:C00455;CAS:1094-61-7;BIGG:bigg35022;	-1	C11H14N2O8P
drib	Deoxyribose	KEGG:C01801;CAS:533-67-5;BIGG:bigg38440;	0	C5H10O4
glyald	D-Glyceraldehyde	KEGG:C00577;CAS:453-17-8;BIGG:bigg35402;	0	C3H6O3
ACP	acyl carrier protein	KEGG:C00229;BIGG:bigg1436893;	-1	C11H21N2O7PRS
no	Nitric oxide	KEGG:C00533;CAS:10102-43-9;BIGG:bigg35273;	0	NO
acgam	N-Acetyl-D-glucosamine	KEGG:C00140;CAS:7512-17-6;BIGG:bigg34006;	0	C8H15NO6
b2coa	Crotonoyl-CoA	KEGG:C00877;CAS:102680-35-3;BIGG:bigg36265;	-4	C25H36N7O17P3S
malcoa	Malonyl-CoA	KEGG:C00083;CAS:524-14-1;BIGG:bigg33789;	-5	C24H33N7O19P3S
xol7aone	7alpha-Hydroxycholest-4-en-3-one	KEGG:C05455;CAS:67-97-0;BIGG:bigg45848;	0	C27H44O2
3hpcoa	3-Hydroxypropionyl-CoA	KEGG:C05668;CAS:608-07-1;BIGG:bigg46236;	-4	C24H36N7O18P3S
mercppyr	Mercaptopyruvate	KEGG:C00957;BIGG:bigg36476;	-1	C3H3O3S
mi13456p	1D-myo-Inositol 1,3,4,5,6-pentakisphosphate	KEGG:C01284;BIGG:bigg37275;	-10	C6H7O21P5
mi1345p	1D-myo-Inositol 1,3,4,5-tetrakisphosphate	KEGG:C01272;BIGG:bigg37244;	-8	C6H8O18P4
galgluside_hs	galactosyl glucosyl ceramide	BIGG:bigg2265473;	0	C30H56NO12FULLRCO
gt1b_hs	GT1b (homo sapiens)	BIGG:bigg2266618;	-3	C77H127N5O46FULLRCO
ksi_pre2	keratan sulfate I biosynthesis, precursor 2	BIGG:bigg2296385;	-1	C87H142N6O62X
12RHPET	12R-Hydroperoxyeicosatetraenoate	BIGG:bigg2296666;	-1	C20H31O4
cs_pre	chondroitin sulfate precursor (GalNAc-GlcA-(Gal)2-Xyl-L-Ser (protein))	BIGG:bigg2300728;	-1	C31H49NO25X
coumarin	coumarin	KEGG:C05851;CAS:91-64-5;BIGG:bigg46647;	0	C9H6O2
prostge2	Prostaglandin E2	KEGG:C00584;CAS:363-24-6;BIGG:bigg35424;	-1	C20H31O5
chsterol	Cholesterol	KEGG:C00187;CAS:57-88-5;BIGG:bigg34183;	0	C27H46O
udpxyl	UDP-D-xylose	KEGG:C00190;CAS:141-43-5;BIGG:bigg34192;	-2	C14H20N2O16P2
xol7ah2al	3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al	KEGG:C05445;CAS:67-97-0;BIGG:bigg45826;	0	C27H46O3
R2coa_hs	R group 2 Coenzyme A homo sapiens	BIGG:bigg2218049;	-4	XCO2C21H31N7O15P3S
10fthf5glu	10-formyltetrahydrofolate-[Glu](5)	BIGG:bigg2304242;	-6	C40H45N11O19
eicostetcrn	Eicosatetranoyl carnitine	BIGG:bigg2614413;	0	C27H45NO4
tmndnccrn	Timnodonyl carnitine	BIGG:bigg2614450;	0	C27H43NO4
rbt	Ribitol	KEGG:C00474;CAS:488-81-3;BIGG:bigg35086;	0	C5H12O5
24nph	2,4 dihydroxy nitrophenol	BIGG:bigg2300001;	0	C6H5NO4
crtstrn	Corticosterone	KEGG:C02140;CAS:50-22-6;BIGG:bigg39187;	0	C21H30O4
13dpg	3-Phospho-D-glyceroyl phosphate	KEGG:C00236;CAS:None;BIGG:bigg34342;	-4	C3H4O10P2
phpyr	Phenylpyruvate	KEGG:C00166;CAS:156-06-9;BIGG:bigg34111;	-1	C9H7O3
urcan	Urocanate	KEGG:C00785;CAS:104-98-3;BIGG:bigg35990;	-1	C6H5N2O2
k	potassium	KEGG:C00238;BIGG:bigg34349;	1	K
occoa	Octanoyl-CoA (n-C8:0CoA)	KEGG:C01944;BIGG:bigg38747;	-4	C29H46N7O17P3S
ethamp	Ethanolamine phosphate	KEGG:C00346;CAS:1071-23-4;BIGG:bigg1485304;	-1	C2H7NO4P
3mob	3-Methyl-2-oxobutanoate	KEGG:C00141;BIGG:bigg34011;	-1	C5H7O3
m6mpdol_L	(alpha-D-Mannosyl)6-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog	BIGG:bigg1809513;	-20	C1660H2728N20O520P20
n4m2masn	((N-acetyl-D-glucosaminyl)4-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)	BIGG:bigg1830652;	0	C66H109N6O45X
s2l2n2m2masn	de-Fuc form of PA6	BIGG:bigg1862476;	-2	C84H135N6O61X
n2m2mn	de-Fuc, reducing GlcNAc removed, de-Sia, de-Gal form of PA6 (w/o peptide linkage)	BIGG:bigg1862531;	0	C42H71N3O31
co	Carbon monoxide	KEGG:C00237;BIGG:bigg1749973;	0	CO
normete-L	L-Normetanephrine	KEGG:C05589;CAS:306-08-1;BIGG:bigg46080;	1	C9H14NO3
4hoxpacd	4-Hydroxyphenylacetaldehyde	KEGG:C03765;CAS:60-11-7;BIGG:bigg42489;	0	C8H8O2
melatn	Melatonin	KEGG:C01598;CAS:73-31-4;BIGG:bigg37965;	0	C13H16N2O2
Lcyst	L-Cysteate	KEGG:C00506;CAS:13100-82-8;BIGG:bigg35186;	-1	C3H6NO5S
dtt	Dithiothreitol	KEGG:C00265;CAS:578517;BIGG:bigg34442;	0	C4H10O2S2
pro-D	D-Proline	KEGG:C00763;CAS:344-25-2;BIGG:bigg35916;	0	C5H9NO2
ak2gp_hs	1-alkyl 2-acylglycerol 3-phosphate	BIGG:bigg2255858;	-2	C5H9O6PFULLRFULLR2CO
lpchol_hs	lysophosphatidylcholine (homo sapiens)	BIGG:bigg2262840;	0	C8H19NO5PFULLRCO2
L2aadp	L-2-Aminoadipate	KEGG:C00956;CAS:542-32-5;BIGG:bigg1485280;	-1	C6H10NO4
Nmelys	Histone N6-methyl-L-lysine	KEGG:C03702;CAS:117-81-7;BIGG:bigg42361;	1	CXH4
galacglcgalgbside_hs	Gal-GlcNAc-Gal globoside (homo sapiens)	BIGG:bigg2266516;	0	C64H112N3O37FULLRCO
gt1a_hs	GT1a (homo sapiens)	BIGG:bigg2266530;	-3	C77H127N5O46FULLRCO
pcollglys	Procollagen L-lysine	KEGG:C03020;BIGG:bigg41032;	1	C7H14N3O2R2
ksi_pre1	keratan sulfate I biosynthesis, precursor 1	BIGG:bigg2296347;	-1	C79H129N5O57X
yvite	gamma-Tocopherol	BIGG:bigg2296479;	0	C28H48O2
5HPET	5-Hydroperoxy-6-trans-8,11,14-cis-eicosatetraenoate	KEGG:C05356;CAS:7365-44-8;BIGG:bigg45650;	-1	C20H31O4
taur	Taurine	KEGG:C00245;CAS:107-35-7;BIGG:bigg34373;	0	C2H7NO3S
tym	Tyramine	KEGG:C00483;CAS:51-67-2;BIGG:bigg35110;	1	C8H12NO
cs_b_pre5	chondroitin sulfate B (IdoA2S-GalNAc4s), precursor 5	BIGG:bigg2301452;	-5	C45H66N2O45S3X
hs_deg3	heparan sulfate, degradation product 3	BIGG:bigg2303768;	-12	C81H117N5O97S10
